articleID,year,journal,title_original,Title
95224,1990,applied economics,preferences for unemployment versus inflation,preferences for unemployment versus inflation
95225,1990,applied economics,the value of youth: equalizing age differentials in marriages,the value of youth equalizing age differentials in marriages
95226,1990,applied economics,the wage effects of the strike: a selectivity bias approach,the wage effects of the strike a selectivity bias approach
95227,1990,applied economics,the incentives to capital in the uk enterprise zones,the incentives to capital in the uk enterprise zones
95228,1990,applied economics,reservation wages and unemployment in manufacturing: a case study,reservation wages and unemployment in manufacturing a case study
95229,1990,applied economics,production efficiency of british building societies,production efficiency of british building societies
952996,2019,international review of economics and finance,the impact of large orders in electronic markets,the impact of large orders in electronic markets
953025,2019,journal of development economics,vocational training programs and youth labor market outcomes: evidence from nepal,vocational training programs and youth labor market outcomes evidence from nepal
95311,1990,demography,pregnancy wantedness and the early initiation of prenatal care,pregnancy wantedness and the early initiation of prenatal care
95312,1990,demography,the growth of families headed by women: 1950-1980,the growth of families headed by women 19501980
95313,1990,demography,occupational careers and mortality of elderly men,occupational careers and mortality of elderly men
95314,1990,demography,marital stability throughout the child-rearing years,marital stability throughout the childrearing years
953148,2019,ecological economics,ecosystem services production efficiency of longleaf pine under changing weather conditions,ecosystem services production efficiency of longleaf pine under changing weather conditions
95315,1990,demography,mobility and adjustments: paths to the resolution of residential stress,mobility and adjustments paths to the resolution of residential stress
953156,2019,ecological economics,can we consume less and gain more? environmental efficiency of well-being at the individual level,can we consume less and gain more environmental efficiency of wellbeing at the individual level
95317,1990,demography,effects of agricultural development policies on migration in peninsular malaysia,effects of agricultural development policies on migration in peninsular malaysia
95318,1990,demography,the hidden component in census-derived migration data: assessing its size and distribution,the hidden component in censusderived migration data assessing its size and distribution
95319,1990,demography,"immigration, below-replacement fertility, and long-term national population trends",immigration belowreplacement fertility and longterm national population trends
95320,1990,demography,simplified birth rate estimates under nonstable conditions,simplified birth rate estimates under nonstable conditions
95321,1990,demography,estimating transition probabilities of age misstatement,estimating transition probabilities of age misstatement
95322,1990,demography,age estimation from the number of teeth erupted in young children: an aid to demographic surveys,age estimation from the number of teeth erupted in young children an aid to demographic surveys
95334,1990,economic development and cultural change,income effects on undernutrition,income effects on undernutrition
95335,1990,economic development and cultural change,"risk, efficiency, and the adoption of modern crop varieties: evidence from the philippines",risk efficiency and the adoption of modern crop varieties evidence from the philippines
95336,1990,economic development and cultural change,domestic price stabilization schemes in developing countries,domestic price stabilization schemes in developing countries
95337,1990,economic development and cultural change,public choice and economic aid,public choice and economic aid
95338,1990,economic development and cultural change,export performance and productivity growth: the case of taiwan,export performance and productivity growth the case of taiwan
95339,1990,economic development and cultural change,analyzing third world urbanization: a model with empirical evidence,analyzing third world urbanization a model with empirical evidence
95340,1990,economic development and cultural change,interindustry mobility after migration: theory and application,interindustry mobility after migration theory and application
95341,1990,economic development and cultural change,the finnish model of technology transfer,the finnish model of technology transfer
95354,1990,economic inquiry,teaching tools: internationalizing macroeconomic principles,teaching tools internationalizing macroeconomic principles
95359,1990,economic journal,evaluating the extended target zone proposal for the g3,evaluating the extended target zone proposal for the g3
95368,1990,economic journal,"aid, the public sector and the market in less developed countries: a note",aid the public sector and the market in less developed countries a note
95369,1990,economic journal,"aid, the public sector and the market in less developed countries: a reply",aid the public sector and the market in less developed countries a reply
95371,1990,economic journal,the current state of the british economics profession,the current state of the british economics profession
95372,1990,economic journal,the earnings of economics graduates,the earnings of economics graduates
95375,1990,economic journal,"charts, noise and fundamentals in the london foreign exchange market",charts noise and fundamentals in the london foreign exchange market
954184,2019,ecological economics,community-scale flood risk management: effects of a voluntary national program on migration and development,communityscale flood risk management effects of a voluntary national program on migration and development
954186,2019,ecological economics,"tools for sustainable soil management: soil ecosystem services, eroi and economic analysis",tools for sustainable soil management soil ecosystem services eroi and economic analysis
954493,2019,regional science and urban economics,endogenous generation of amenities and the dynamics of city structure,endogenous generation of amenities and the dynamics of city structure
95450,1990,energy economics,a dynamic model of natural gas deregulation,a dynamic model of natural gas deregulation
954793,2019,small business economics,small business economics journal editor of the year award,small business economics journal editor of the year award
954884,2019,applied health economics and health policy,"the generic drug industry embraces a faster, cheaper pathway for challenging patents",the generic drug industry embraces a faster cheaper pathway for challenging patents
954885,2019,applied health economics and health policy,budget impact analysis of a renal point-of-care test in dutch community pharmacies to prevent antibiotic-related hospitalizations,budget impact analysis of a renal pointofcare test in dutch community pharmacies to prevent antibioticrelated hospitalizations
954886,2019,applied health economics and health policy,cost-effectiveness of scaling up modern family planning interventions in low- and middle-income countries: an economic modeling analysis in indonesia and uganda,costeffectiveness of scaling up modern family planning interventions in low and middleincome countries an economic modeling analysis in indonesia and uganda
954887,2019,applied health economics and health policy,trends and factors associated with hospitalization costs for inflammatory bowel disease in the united states,trends and factors associated with hospitalization costs for inflammatory bowel disease in the united states
954888,2019,applied health economics and health policy,did we see it coming? an evaluation of the swedish early awareness and alert system,did we see it coming an evaluation of the swedish early awareness and alert system
954889,2019,applied health economics and health policy,reliability and validity of the contingent valuation method for estimating willingness to pay: a case of in vitro fertilisation,reliability and validity of the contingent valuation method for estimating willingness to pay a case of in vitro fertilisation
954890,2019,applied health economics and health policy,the economic burden of chronic obstructive pulmonary disease in greece,the economic burden of chronic obstructive pulmonary disease in greece
95502,1990,explorations in economic history,hard times in 19th-century sweden: a reply,hard times in 19thcentury sweden a reply
955131,2019,international review of economics and finance,determinants of md&a sentiment in canada,determinants of md&a sentiment in canada
955394,2019,review of industrial organization,airlines symposium introduction,airlines symposium introduction
95573,1990,industrial and labor relations review,do compensation policies matter? introduction,do compensation policies matter introduction
95590,1990,industrial relations,union representation elections and firm profitability,union representation elections and firm profitability
955923,2019,journal of empirical finance,price effect and investor awareness: evidence from msci standard index reconstitutions,price effect and investor awareness evidence from msci standard index reconstitutions
956228,2019,industrial and corporate change,"history, co-evolution and economic growth",history coevolution and economic growth
95624,1990,international economic review,optimal money holding under uncertainty: reply,optimal money holding under uncertainty reply
956495,2019,review of industrial organization,introduction (to cresse special issue of rio),introduction (to cresse special issue of rio)
95659,1990,journal of agricultural economics,relative variability in wheat yields across countries and over time,relative variability in wheat yields across countries and over time
95668,1990,journal of the american statistical association,statistics and public policy: reflections of a changing world,statistics and public policy reflections of a changing world
95669,1990,journal of the american statistical association,censored survival data with misclassified covariates: a case study of breast-cancer mortality,censored survival data with misclassified covariates a case study of breastcancer mortality
95673,1990,journal of the american statistical association,effects of censoring on the validity of confidence intervals,effects of censoring on the validity of confidence intervals
95674,1990,journal of the american statistical association,the remedian: a robust averaging method for large data sets,the remedian a robust averaging method for large data sets
95675,1990,journal of the american statistical association,approaches for empirical bayes confidence intervals,approaches for empirical bayes confidence intervals
95678,1990,journal of the american statistical association,testing for no effect when estimating a smooth function by nonparametric regression: a randomization approach,testing for no effect when estimating a smooth function by nonparametric regression a randomization approach
95681,1990,journal of the american statistical association,the estimation of the mean squared error of small-area estimators,the estimation of the mean squared error of smallarea estimators
95683,1990,journal of the american statistical association,pseudo-maximum likelihood estimation of mean and covariance structures with missing data,pseudomaximum likelihood estimation of mean and covariance structures with missing data
95686,1990,journal of the american statistical association,interactional troubles in face-to-face survey interviews,interactional troubles in facetoface survey interviews
95692,1990,journal of the american statistical association,interactional troubles in face-to-face survey interviews: rejoinder,interactional troubles in facetoface survey interviews rejoinder
957068,2019,ecological economics,an operational non-compensatory composite indicator: measuring sustainable tourism in andalusian urban destinations,an operational noncompensatory composite indicator measuring sustainable tourism in andalusian urban destinations
957203,2019,japan and the world economy,new structural problems of labor markets in japan: editor's introduction,new structural problems of labor markets in japan editors introduction
95725,1990,journal of business and economic statistics,estimating models with intertemporal substitution using aggregate time series data,estimating models with intertemporal substitution using aggregate time series data
95727,1990,journal of business and economic statistics,"random level-shift time series models, arima approximations, and level-shift detection",random levelshift time series models arima approximations and levelshift detection
957304,2019,journal of the japanese and international economies,gender diversity on japanese corporate boards,gender diversity on japanese corporate boards
95754,1990,journal of development economics,shadow prices for public production in an open economy with disequilibrium,shadow prices for public production in an open economy with disequilibrium
95755,1990,journal of development economics,the public sector impact of international resource transfers,the public sector impact of international resource transfers
95757,1990,journal of development economics,the role of maternal schooling and its interaction with public health programs in child health production,the role of maternal schooling and its interaction with public health programs in child health production
95758,1990,journal of development economics,welfare implications of commodity price stabilization under export restrictions,welfare implications of commodity price stabilization under export restrictions
95759,1990,journal of development economics,"exchange rate-based disinflation, wage rigidity, and capital inflows: tradeoffs for chile 1977-81",exchange ratebased disinflation wage rigidity and capital inflows tradeoffs for chile 197781
95760,1990,journal of development economics,"exchange rates, inflation and money supply in turkey: testing the vicious circle hypothesis",exchange rates inflation and money supply in turkey testing the vicious circle hypothesis
95761,1990,journal of development economics,adjustment with growth: relating the analytical approaches of the imf and the world bank,adjustment with growth relating the analytical approaches of the imf and the world bank
958091,2019,structural change and economic dynamics,the value-extracting ceo: how executive stock-based pay undermines investment in productive capabilities,the valueextracting ceo how executive stockbased pay undermines investment in productive capabilities
95810,1990,journal of economic literature,toward an economic model of the japanese firm,toward an economic model of the japanese firm
95811,1990,journal of economic literature,pensions as retirement income insurance,pensions as retirement income insurance
95813,1990,journal of economic perspectives,symposium on new institutions for developing country debt,symposium on new institutions for developing country debt
95814,1990,journal of economic perspectives,organizing debt relief: the need for a new institution,organizing debt relief the need for a new institution
95815,1990,journal of economic perspectives,a strategy for efficient debt reduction,a strategy for efficient debt reduction
95816,1990,journal of economic perspectives,cleaning up third world debt without getting taken to the cleaners,cleaning up third world debt without getting taken to the cleaners
95817,1990,journal of economic perspectives,debt relief and the international enforcement of loan contracts,debt relief and the international enforcement of loan contracts
95818,1990,journal of economic perspectives,the economist's lament: public assistance in america,the economists lament public assistance in america
95819,1990,journal of economic perspectives,work and welfare: lessons on employment programs,work and welfare lessons on employment programs
95820,1990,journal of economic perspectives,micro-to-macro simulation: a primer with a labor market example,microtomacro simulation a primer with a labor market example
95821,1990,journal of economic perspectives,currency fluctuations in the post-bretton woods era,currency fluctuations in the postbretton woods era
95822,1990,journal of economic perspectives,the benefits of asymmetric markets,the benefits of asymmetric markets
95823,1990,journal of economic perspectives,great and almost-great magnitudes in economics,great and almostgreat magnitudes in economics
958237,2019,energy policy,high performance computing for energy system optimization models: enhancing the energy policy tool kit,high performance computing for energy system optimization models enhancing the energy policy tool kit
95824,1990,journal of economic perspectives,optimal taxation and optimal tax systems,optimal taxation and optimal tax systems
95863,1990,journal of environmental economics and management,perspectives on government discounting policies,perspectives on government discounting policies
95883,1990,journal of financial and quantitative analysis,the role of debt and preferred stock as a solution to adverse investment incentives,the role of debt and preferred stock as a solution to adverse investment incentives
95884,1990,journal of financial and quantitative analysis,a multiperiod theory of corporate financial policy under taxation,a multiperiod theory of corporate financial policy under taxation
95885,1990,journal of financial and quantitative analysis,delivery uncertainty and the efficiency of futures markets,delivery uncertainty and the efficiency of futures markets
95886,1990,journal of financial and quantitative analysis,"quality option profits, switching option profits, and variation margin costs: an evaluation of their size and impact on treasury bond futures prices",quality option profits switching option profits and variation margin costs an evaluation of their size and impact on treasury bond futures prices
95887,1990,journal of financial and quantitative analysis,valuing derivative securities using the explicit finite difference method,valuing derivative securities using the explicit finite difference method
95888,1990,journal of financial and quantitative analysis,on the presence of speculative bubbles in stock prices,on the presence of speculative bubbles in stock prices
95889,1990,journal of financial and quantitative analysis,"size, seasonality, and stock market overreaction",size seasonality and stock market overreaction
95890,1990,journal of financial and quantitative analysis,a unified approach to term structure estimation: a methodology for estimating the term structure in a market with frictions,a unified approach to term structure estimation a methodology for estimating the term structure in a market with frictions
959013,2019,journal of economic behavior and organization,"introduction to special issue on ""complex evolving system approach to market dynamics and policy design""",introduction to special issue on complex evolving system approach to market dynamics and policy design
959025,2019,journal of economic behavior and organization,financial development and economic stability (fdes),financial development and economic stability (fdes)
959094,2019,journal of economic psychology,the influence of revenge and financial rewards on tax fraud reporting intentions,the influence of revenge and financial rewards on tax fraud reporting intentions
95933,1990,journal of human resources,an index number approach to the measurement of wage differentials by sex,an index number approach to the measurement of wage differentials by sex
95934,1990,journal of human resources,growth of the underclass: 1970-80,growth of the underclass 197080
959467,2019,applied health economics and health policy,re-design of aged care environments is key to improved care quality and cost effective reform of aged and health system care,redesign of aged care environments is key to improved care quality and cost effective reform of aged and health system care
95959,1990,journal of labor research,heterogeneity and union membership determination,heterogeneity and union membership determination
95960,1990,journal of labor research,strike strategies and the minimum effective union,strike strategies and the minimum effective union
95962,1990,journal of labor research,union security and the right to work: a comprehensive bibliography,union security and the right to work a comprehensive bibliography
95965,1990,journal of labor research,arizona construction labor: a case study of union decline,arizona construction labor a case study of union decline
95990,1990,journal of the japanese and international economies,the labor force participation of elderly males in japan,the labor force participation of elderly males in japan
960115,2019,economic development quarterly,strengthening manufacturing: more focus on how research can inform public policy,strengthening manufacturing more focus on how research can inform public policy
96073,1990,journal of regional science,the optimal provision of a central park in a city,the optimal provision of a central park in a city
96074,1990,journal of regional science,testing criteria for determining leading regions in wage transmission models,testing criteria for determining leading regions in wage transmission models
96077,1990,journal of regional science,network loading versus equilibrium estimation of the stochastic route choice model: maximum likelihood and least squares revisited,network loading versus equilibrium estimation of the stochastic route choice model maximum likelihood and least squares revisited
96082,1990,journal of regional science,leontief technology and input substitution: a reply,leontief technology and input substitution a reply
96084,1990,journal of the royal statistical society: series a (statistics in society),health in childhood and social inequalities in health in young adults,health in childhood and social inequalities in health in young adults
96095,1990,journal of urban economics,the impact of location on urban industrial land prices,the impact of location on urban industrial land prices
96099,1990,journal of urban economics,a note on functional forms and the urban size distribution,a note on functional forms and the urban size distribution
96107,1990,journal of urban economics,calculating elasticities from structural parameters in implicit markets,calculating elasticities from structural parameters in implicit markets
96110,1990,journal of urban economics,truncated error structure in the estimation of generalized urban density functions,truncated error structure in the estimation of generalized urban density functions
96152,1990,monthly labor review,collective bargaining in 1990: health care cost a common issue,collective bargaining in 1990 health care cost a common issue
96154,1990,monthly labor review,labor and the supreme court: significant issues of 1989-90,labor and the supreme court significant issues of 198990
96155,1990,monthly labor review,state labor legislation enacted in 1989,state labor legislation enacted in 1989
96156,1990,monthly labor review,state workers' compensation: significant legislation in 1989,state workers compensation significant legislation in 1989
96158,1990,monthly labor review,estimating the number of minimum wage workers,estimating the number of minimum wage workers
96160,1990,monthly labor review,hours at work: a new base for bls productivity statistics,hours at work a new base for bls productivity statistics
96161,1990,monthly labor review,supplementing retirement until social security begins,supplementing retirement until social security begins
961616,2019,energy policy,using life cycle assessment to inform municipal climate mitigation planning,using life cycle assessment to inform municipal climate mitigation planning
96163,1990,monthly labor review,compensation trends into the 21st century,compensation trends into the 21st century
961632,2019,energy policy,"energy cost reduction creates additional socioeconomic benefits--the case of eno energy cooperative, finland",energy cost reduction creates additional socioeconomic benefitsthe case of eno energy cooperative finland
96164,1990,monthly labor review,bls compensation programs: what will users need?,bls compensation programs what will users need
96165,1990,monthly labor review,american families: 75 years of change,american families 75 years of change
961654,2019,energy policy,insights into residential ev charging behavior using energy meter data,insights into residential ev charging behavior using energy meter data
96166,1990,monthly labor review,family members in the work force,family members in the work force
961663,2019,energy policy,the structure of attitudes towards shale gas extraction in the united kingdom,the structure of attitudes towards shale gas extraction in the united kingdom
96169,1990,monthly labor review,work and family: the impact of legislation,work and family the impact of legislation
961693,2019,energy policy,should solid waste from shale gas development be regulated as hazardous waste?,should solid waste from shale gas development be regulated as hazardous waste
96170,1990,monthly labor review,the changing family in international perspective,the changing family in international perspective
961710,2019,energy policy,"participation in a programme for assisted replacement of wood-burning stoves in chile: the role of sociodemographic factors, evaluation of air quality and risk perception",participation in a programme for assisted replacement of woodburning stoves in chile the role of sociodemographic factors evaluation of air quality and risk perception
961713,2019,energy policy,exploring china's carbon emissions peak for different carbon tax scenarios,exploring chinas carbon emissions peak for different carbon tax scenarios
96197,1990,public choice,the power of the proposal maker in a model of endogenous agenda formation,the power of the proposal maker in a model of endogenous agenda formation
96198,1990,public choice,susceptibility to manipulation,susceptibility to manipulation
96199,1990,public choice,admissible and sincere strategies under approval voting,admissible and sincere strategies under approval voting
96200,1990,public choice,efficacy in small electorates under plurality and approval voting,efficacy in small electorates under plurality and approval voting
96201,1990,public choice,the probability of casting a decisive vote: the effects of a caucus,the probability of casting a decisive vote the effects of a caucus
96202,1990,public choice,"monopoly, price discrimination, and rent-seeking",monopoly price discrimination and rentseeking
96204,1990,public choice,the political market for real income redistribution through choice of the weights in colas,the political market for real income redistribution through choice of the weights in colas
96205,1990,public choice,economic effects of a conflict-prone world order,economic effects of a conflictprone world order
962055,2019,journal of policy analysis and management,presidential address: measurement matters: policy in federal statistics and data,presidential address measurement matters policy in federal statistics and data
96206,1990,public choice,redistributive politics: a theory of taxation for an incumbent in a democracy,redistributive politics a theory of taxation for an incumbent in a democracy
96208,1990,public choice,reform city councils and municipal employees,reform city councils and municipal employees
962093,2019,journal of the american statistical association,"comment on penalized spline of propensity methods for treatment comparison by zhou, elliott, and little",comment on penalized spline of propensity methods for treatment comparison by zhou elliott and little
962094,2019,journal of the american statistical association,discussion of pencomp,discussion of pencomp
962095,2019,journal of the american statistical association,comment: penalized spline of propensity methods for treatment comparison,comment penalized spline of propensity methods for treatment comparison
962096,2019,journal of the american statistical association,"discussion of ""penalized spline of propensity methods for treatment comparison"" by zhou, elliott, and little",discussion of penalized spline of propensity methods for treatment comparison by zhou elliott and little
962097,2019,journal of the american statistical association,"discussion of ""penalized spline of propensity methods for treatment comparison""",discussion of penalized spline of propensity methods for treatment comparison
962098,2019,journal of the american statistical association,penalized spline of propensity methods for treatment comparison: rejoinder,penalized spline of propensity methods for treatment comparison rejoinder
96210,1990,public choice,bureaucratic behavior and the choice of labor input: a study of municipal governments,bureaucratic behavior and the choice of labor input a study of municipal governments
96228,1990,quarterly journal of economics,the isolation paradox and the discount rate for benefit-cost analysis: a comment,the isolation paradox and the discount rate for benefitcost analysis a comment
96229,1990,quarterly journal of economics,"the isolation paradox, the social discount rate, and neutrality: further thoughts",the isolation paradox the social discount rate and neutrality further thoughts
96230,1990,quarterly journal of economics,rational insurance purchasing: consideration of contract nonperformance,rational insurance purchasing consideration of contract nonperformance
962315,2019,american economic review,climate change: the ultimate challenge for economics,climate change the ultimate challenge for economics
962316,2019,american economic review,can we control carbon dioxide? (from 1975),can we control carbon dioxide (from 1975)
96250,1990,regional studies,induced adoption and externalities in the regional diffusion of information technology,induced adoption and externalities in the regional diffusion of information technology
96253,1990,regional studies,tecs and vet: the practical requirements of organization and geography,tecs and vet the practical requirements of organization and geography
96254,1990,regional studies,training and enterprise councils: an agenda for action,training and enterprise councils an agenda for action
96255,1990,regional studies,tecs and pics: the key issues which lie ahead,tecs and pics the key issues which lie ahead
96256,1990,regional studies,a business view from a potential tec in teesside,a business view from a potential tec in teesside
96257,1990,regional studies,tecs--will they succeed?,tecswill they succeed
96258,1990,regional studies,how tecs might operate at the interface of business and education,how tecs might operate at the interface of business and education
96271,1990,review of economic studies,statistical inference in instrumental variables regression with i(1) processes,statistical inference in instrumental variables regression with i(1) processes
96284,1990,review of economic studies,household equivalence scales: comment,household equivalence scales comment
96285,1990,review of economic studies,household equivalence scales: reply,household equivalence scales reply
96315,1990,social choice and welfare,credible debate equilibria,credible debate equilibria
96321,1990,social choice and welfare,topological social choice: a rejoinder,topological social choice a rejoinder
96323,1990,social choice and welfare,binary participation and incremental provision of public goods,binary participation and incremental provision of public goods
963628,2019,journal of economic inequality,steady-state assumptions in intergenerational mobility research,steadystate assumptions in intergenerational mobility research
96372,1990,urban studies,"cities, scale economies, local goods and local governments",cities scale economies local goods and local governments
96384,1990,world development,"overcoming technological dependency: the case of electric arc (jamaica) ltd., a small firm in a small developing country",overcoming technological dependency the case of electric arc (jamaica) ltd a small firm in a small developing country
96385,1990,world development,flexible specialization and small size: the case of caribbean tourism,flexible specialization and small size the case of caribbean tourism
96391,1990,world development,"a comparative study of national price levels, agricultural prices and exchange rates",a comparative study of national price levels agricultural prices and exchange rates
96392,1990,world development,industrialization and employment: changes in the patterns of women's work in puerto rico,industrialization and employment changes in the patterns of womens work in puerto rico
96400,1990,yale law journal,can american labor law accommodate collective bargaining by professional employees?,can american labor law accommodate collective bargaining by professional employees
96401,1990,yale law journal,the trouble with trademark,the trouble with trademark
96402,1990,yale law journal,sovereignty in silence,sovereignty in silence
96403,1990,yale law journal,controlling health care costs by controlling technology: a private contractual approach,controlling health care costs by controlling technology a private contractual approach
96422,1990,accounting review,measuring production efficiency in a not-for-profit setting,measuring production efficiency in a notforprofit setting
96423,1990,accounting review,auditing for performance evaluation,auditing for performance evaluation
96424,1990,accounting review,econometric properties of asset valuation rules under price movement and measurement errors: an empirical test,econometric properties of asset valuation rules under price movement and measurement errors an empirical test
96425,1990,accounting review,assessing the performance of analytical procedures: a best case scenario,assessing the performance of analytical procedures a best case scenario
96426,1990,accounting review,"accounting procedures, market data, cash-flow figures, and insolvency classification: the case of the insurance industry",accounting procedures market data cashflow figures and insolvency classification the case of the insurance industry
96427,1990,accounting review,the effects of financial information symmetry on conflict resolution: an experiment in the context of labor negotiations,the effects of financial information symmetry on conflict resolution an experiment in the context of labor negotiations
96428,1990,accounting review,transfer pricing under bilateral bargaining,transfer pricing under bilateral bargaining
96429,1990,accounting review,a perspective on negotiation research in accounting and auditing,a perspective on negotiation research in accounting and auditing
96435,1990,aer pandp,why are we so rich and they so poor?,why are we so rich and they so poor
96437,1990,aer pandp,firm organization and the economic approach to personnel management,firm organization and the economic approach to personnel management
96438,1990,aer pandp,who bosses whom? the intensity of supervision and the discipline of labor,who bosses whom the intensity of supervision and the discipline of labor
96439,1990,aer pandp,sticky stories: economic explanations of employment and wage rigidity,sticky stories economic explanations of employment and wage rigidity
96440,1990,aer pandp,asset prices under habit formation and catching up with the joneses,asset prices under habit formation and catching up with the joneses
96441,1990,aer pandp,measuring the persistence of expected returns,measuring the persistence of expected returns
96442,1990,aer pandp,evaluating empirical tests of asset pricing models: alternative interpretations,evaluating empirical tests of asset pricing models alternative interpretations
96443,1990,aer pandp,do security analysts overreact?,do security analysts overreact
96444,1990,aer pandp,market volatility and investor behavior,market volatility and investor behavior
96445,1990,aer pandp,speculative dynamics and the role of feedback traders,speculative dynamics and the role of feedback traders
96446,1990,aer pandp,budgetary pressures in the eec: a fiscal federalism perspective,budgetary pressures in the eec a fiscal federalism perspective
96448,1990,aer pandp,public debts and fiscal politics: how to decide?,public debts and fiscal politics how to decide
96449,1990,aer pandp,"trade, innovation, and growth",trade innovation and growth
96450,1990,aer pandp,why doesn't capital flow from rich to poor countries?,why doesnt capital flow from rich to poor countries
96451,1990,aer pandp,are nonconvexities important for understanding growth?,are nonconvexities important for understanding growth
96452,1990,aer pandp,lessons from korean economic growth,lessons from korean economic growth
96453,1990,aer pandp,asian trade and growth lessons,asian trade and growth lessons
96454,1990,aer pandp,"external sector in development: china and india, 1950-89",external sector in development china and india 195089
96455,1990,aer pandp,development lessons from asia: the role of government in south korea and taiwan,development lessons from asia the role of government in south korea and taiwan
96456,1990,aer pandp,the effects of malpractice litigation on physicians' fees and incomes,the effects of malpractice litigation on physicians fees and incomes
96457,1990,aer pandp,experience rating: does it make sense for medical malpractice insurance,experience rating does it make sense for medical malpractice insurance
96458,1990,aer pandp,international transmission and real business cycle models,international transmission and real business cycle models
96459,1990,aer pandp,bargaining and international policy cooperation,bargaining and international policy cooperation
96460,1990,aer pandp,the new classical macroeconomics and stabilization policy,the new classical macroeconomics and stabilization policy
96461,1990,aer pandp,equilibrium short horizons of investors and firms,equilibrium short horizons of investors and firms
96462,1990,aer pandp,the efficiency of equity in organizational decision processes,the efficiency of equity in organizational decision processes
96463,1990,aer pandp,asymmetric information and the new theory of the firm: financial constraints and risk behavior,asymmetric information and the new theory of the firm financial constraints and risk behavior
96464,1990,aer pandp,inflation and the real growth of state and local government expenditures,inflation and the real growth of state and local government expenditures
96465,1990,aer pandp,state assistance to local governments: changes during the 1980s,state assistance to local governments changes during the 1980s
96466,1990,aer pandp,commercial land use regulation and local government finance,commercial land use regulation and local government finance
96467,1990,aer pandp,"chartists, fundamentalists, and trading in the foreign exchange market",chartists fundamentalists and trading in the foreign exchange market
96468,1990,aer pandp,volatility in the foreign exchange and stock markets: is it excessive?,volatility in the foreign exchange and stock markets is it excessive
96469,1990,aer pandp,"nonlinear, nonparametric, nonessential exchange rate estimation",nonlinear nonparametric nonessential exchange rate estimation
96470,1990,aer pandp,interactions between agricultural and environmental policies: a conceptual framework,interactions between agricultural and environmental policies a conceptual framework
96471,1990,aer pandp,coordinating agricultural and environmental policies: opportunities and tradeoffs,coordinating agricultural and environmental policies opportunities and tradeoffs
96472,1990,aer pandp,limitations in evaluating environmental and agricultural policy coordination benefits,limitations in evaluating environmental and agricultural policy coordination benefits
96473,1990,aer pandp,explicit communication and bargaining outcomes,explicit communication and bargaining outcomes
96474,1990,aer pandp,bad and good news about the sealed-bid mechanism: some experimental results,bad and good news about the sealedbid mechanism some experimental results
96475,1990,aer pandp,the transition from bargaining to a competitive market,the transition from bargaining to a competitive market
96476,1990,aer pandp,a common destiny: how does it compare to the classic studies of black life in america?,a common destiny how does it compare to the classic studies of black life in america
96477,1990,aer pandp,"blacks, hispanics, and white ethnic groups: are blacks uniquely disadvantaged?",blacks hispanics and white ethnic groups are blacks uniquely disadvantaged
96478,1990,aer pandp,the central role of the south in accounting for the economic progress of black americans,the central role of the south in accounting for the economic progress of black americans
96479,1990,aer pandp,racial inequality in the managerial age: an alternative vision to the nrc report,racial inequality in the managerial age an alternative vision to the nrc report
96480,1990,aer pandp,are risk-benefit tradeoffs possible in siting hazardous facilities?,are riskbenefit tradeoffs possible in siting hazardous facilities
964803,2019,resources policy,"local community participation in mining in finnish lapland and northern british columbia, canada - practical applications of csr and slo",local community participation in mining in finnish lapland and northern british columbia canada practical applications of csr and slo
96481,1990,aer pandp,sources of inconsistency in societal responses to health risks,sources of inconsistency in societal responses to health risks
96482,1990,aer pandp,fixed preferences and changing tastes,fixed preferences and changing tastes
96483,1990,aer pandp,information as an economic commodity,information as an economic commodity
96484,1990,aer pandp,evolution and cooperation in noisy repeated games,evolution and cooperation in noisy repeated games
96485,1990,aer pandp,the economic implications of an incomplete asset market,the economic implications of an incomplete asset market
96486,1990,aer pandp,child care and women's return to work after childbirth,child care and womens return to work after childbirth
96487,1990,aer pandp,intercohort differences in women's labor market transitions,intercohort differences in womens labor market transitions
96488,1990,aer pandp,gender differences in wages and job turnover among continuously employed workers,gender differences in wages and job turnover among continuously employed workers
96489,1990,aer pandp,earnings inequality and job turnover,earnings inequality and job turnover
96490,1990,aer pandp,the impact of schooling and industrial restructuring on recent trends in wage inequality in the united states,the impact of schooling and industrial restructuring on recent trends in wage inequality in the united states
96491,1990,aer pandp,"schooling, work experience, and wage trends",schooling work experience and wage trends
96492,1990,aer pandp,varieties of selection bias,varieties of selection bias
96493,1990,aer pandp,nonparametric bounds on treatment effects,nonparametric bounds on treatment effects
96494,1990,aer pandp,semiparametric estimation of selection models: some empirical results,semiparametric estimation of selection models some empirical results
96495,1990,aer pandp,reviving the federal statistical system: the view from academia,reviving the federal statistical system the view from academia
96496,1990,aer pandp,reviving the federal statistical system: a view from industry,reviving the federal statistical system a view from industry
96497,1990,aer pandp,reviving the federal statistical system: international aspects,reviving the federal statistical system international aspects
96498,1990,aer pandp,reviving the federal statistical system: a view from within,reviving the federal statistical system a view from within
96500,1990,aer pandp,punctuated equilibria and technological progress,punctuated equilibria and technological progress
96501,1990,aer pandp,the dynamo and the computer: an historical perspective on the modern productivity paradox,the dynamo and the computer an historical perspective on the modern productivity paradox
96502,1990,aer pandp,effects of family and community background on economic status,effects of family and community background on economic status
