Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sourcearticleID
Is Natural Capital Really Substitutable?,"Cohen, Francois; Hepburn, Cameron J.; Teytelboym, Alexander",,,"Gadgil, A; Tomich, TP","ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 44",2019,2019,44,,,,,425,448,,10.1146/annurev-environ-101718-033055,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,232452
The effect of management policies on plant-level productivity: A longitudinal study of three US And Mexican small businesses,"Galbraith, CS; Nkwenti-Zamcho, E",,,,JOURNAL OF SMALL BUSINESS MANAGEMENT,OCT 2005,2005,43,4.0,,,,418,431,,10.1111/j.1540-627X.2005.00145.x,,,7,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,232452
Returns to scale in small and large US manufacturing establishments: Further evidence,"Nguyen, SV; Lee, SH",,,,SMALL BUSINESS ECONOMICS,AUG 2002,2002,19,1.0,,,,41,50,,10.1023/A:1015714305990,,,7,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,232452
Emission trading and international competition: The impact of labor market rigidity on technology adoption and output,"Caparros, Alejandro; Pereau, Jean-Christophe; Tazdait, Tank",,,,ENERGY POLICY,APR 2013,2013,55,,,,,36,43,,10.1016/j.enpol.2012.09.017,,,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,232452
What is an oil shock?,"Hamilton, JD",,,,JOURNAL OF ECONOMETRICS,APR 2003,2003,113,2,,,,363,398,PII S0304-4076(02)00207-5,10.1016/S0304-4076(02)00207-5,,,805,42.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,12,16,23,43,46,58,47,57,47,52,56,64,80,93,89,3,286691
Oil price shocks and stock markets in the US and 13 European countries,"Park, Jungwook; Ratti, Ronald A.",,,,ENERGY ECONOMICS,SEP 2008,2008,30,5,,,,2587,2608,,10.1016/j.eneco.2008.04.003,,,534,38.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,22,24,40,40,35,49,63,68,84,88,2,286691
The Economic Effects of Energy Price Shocks,"Kilian, Lutz",,,,JOURNAL OF ECONOMIC LITERATURE,DEC 2008,2008,46,4,,,,871,909,,10.1257/jel.46.4.871,,,403,28.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,28,23,39,34,36,39,41,48,50,41,1,286691
Exogenous oil supply shocks: How big are they and how much do they matter for the US economy?,"Kilian, Lutz",,,,REVIEW OF ECONOMICS AND STATISTICS,MAY 2008,2008,90,2,,,,216,240,,10.1162/rest.90.2.216,,,354,25.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,19,20,21,34,30,27,29,37,48,34,35,3,286691
Do structural oil-market shocks affect stock prices?,"Apergis, Nicholas; Miller, Stephen M.",,,,ENERGY ECONOMICS,JUL 2009,2009,31,4,,,,569,575,,10.1016/j.eneco.2009.03.001,,,285,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,21,19,23,31,33,37,44,49,2,286691
Oil Shocks and Aggregate Macroeconomic Behavior: The Role of Monetary Policy: A Comment,"Hamilton, JD; Herrera, AM",,,,JOURNAL OF MONEY CREDIT AND BANKING,APR 2004,2004,36,2,,,,265,286,,10.1353/mcb.2004.0012,,,283,15.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,16,25,23,16,20,20,21,14,20,23,30,28,0,286691
Dynamic correlation between stock market and oil prices: The case of oil-importing and oil-exporting countries,"Filis, George; Degiannakis, Stavros; Floros, Christos",,,,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,JUN 2011,2011,20,3,,,,152,164,,10.1016/j.irfa.2011.02.014,,,272,24.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,20,27,35,34,42,42,51,3,286691
"Oil prices, economic activity and inflation: evidence for some Asian countries","Cunado, J.; Perez de Gracia, F.",,,,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,FEB 2005,2005,45,1,,,,65,83,,10.1016/j.qref.2004.02.003,,,256,15.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,13,13,18,22,14,21,19,28,37,45,2,286691
Oil Price Uncertainty,"Elder, John; Serletis, Apostolos",,,,JOURNAL OF MONEY CREDIT AND BANKING,SEP 2010,2010,42,6,,,,1137,1159,,10.1111/j.1538-4616.2010.00323.x,,,246,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,12,20,19,25,21,29,41,58,2,286691
"Oil prices, inflation and interest rates in a structural cointegrated VAR model for the G-7 countries","Cologni, Alessandro; Manera, Matteo",,,,ENERGY ECONOMICS,MAY 2008,2008,30,3,,,,856,888,,10.1016/j.eneco.2006.11.001,,,238,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,21,13,18,21,15,27,21,20,31,23,2,286691
Measuring and explaining management practices across firms and countries,"Bloom, Nicholas; Van Reenen, John",,,,QUARTERLY JOURNAL OF ECONOMICS,NOV 2007,2007,122,4,,,,1351,1408,,10.1162/qjec.2007.122.4.1351,,,898,59.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,41,50,53,68,80,80,69,77,112,116,108,14,349962
What Determines Productivity?,"Syverson, Chad",,,,JOURNAL OF ECONOMIC LITERATURE,JUN 2011,2011,49,2,,,,326,365,,10.1257/jel.49.2.326,,,720,65.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,50,60,68,78,79,115,116,104,21,349962
Why Do Management Practices Differ across Firms and Countries?,"Bloom, Nicholas; Van Reenen, John",,,,JOURNAL OF ECONOMIC PERSPECTIVES,WIN 2010,2010,24,1,,,,203,224,,10.1257/jep.24.1.203,,,409,34.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,21,42,39,43,34,43,55,65,44,3,349962
"Trade, FDI, and the organization of firms","Helpman, Elhanan",,,,JOURNAL OF ECONOMIC LITERATURE,SEP 2006,2006,44,3,,,,589,630,,10.1257/jel.44.3.589,,,319,19.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,27,29,35,24,35,33,27,21,17,16,25,11,1,349962
Market structure and productivity: A concrete example,"Syverson, C",,,,JOURNAL OF POLITICAL ECONOMY,DEC 2004,2004,112,6,,,,1181,1222,,10.1086/424743,,,247,13.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,11,11,16,17,17,16,27,23,11,11,18,26,27,2,349962
INNOVATION AND COMPETITIVE PRESSURE,"Vives, Xavier",,,,JOURNAL OF INDUSTRIAL ECONOMICS,SEP 2008,2008,56,3,,,,419,469,,10.1111/j.1467-6451.2008.00356.x,,,243,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,18,21,30,24,21,22,26,30,28,3,349962
Identifying Agglomeration Spillovers: Evidence from Winners and Losers of Large Plant Openings,"Greenstone, Michael; Hornbeck, Richard; Moretti, Enrico",,,,JOURNAL OF POLITICAL ECONOMY,JUN 2010,2010,118,3,,,,536,598,,10.1086/653714,,,240,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,19,17,23,30,21,30,42,42,2,349962
Cross-Country Differences in Productivity: The Role of Allocation and Selection,"Bartelsman, Eric; Haltiwanger, John; Scarpetta, Stefano",,,,AMERICAN ECONOMIC REVIEW,FEB 2013,2013,103,1,,,,305,334,,10.1257/aer.103.1.305,,,237,26.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,20,28,32,42,36,46,7,349962
"Prices, Plant Size, and Product Quality","Kugler, Maurice; Verhoogen, Eric",,,,REVIEW OF ECONOMIC STUDIES,JAN 2012,2012,79,1,,,,307,339,,10.1093/restud/rdr021,,,208,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,25,33,22,40,28,24,2,349962
"Market selection, reallocation, and restructuring in the US retail trade sector in the 1990s","Foster, Lucia; Haltiwanger, John; Krizan, C. J.",,,,REVIEW OF ECONOMICS AND STATISTICS,NOV 2006,2006,88,4,,,,748,758,,10.1162/rest.88.4.748,,,204,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,7,9,18,14,19,22,18,22,16,17,19,2,349962
Revisiting the employment impact of offshoring,"Wright, Greg C.",,,,EUROPEAN ECONOMIC REVIEW,FEB 2014,2014,66,,,,,63,83,,10.1016/j.euroecorev.2013.11.008,,,35,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3,4,7,11,1,693043
Offshoring and Labor Markets,"Hummels, David; Munch, Jakob R.; Xiang, Chong",,,,JOURNAL OF ECONOMIC LITERATURE,SEP 2018,2018,56,3.0,,,,981,1028,,10.1257/jel.20161150,,,15,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,2,693043
Offshoring domestic jobs,"Egger, Hartmut; Kreickemeier, Udo; Wrona, Jens",,,,JOURNAL OF INTERNATIONAL ECONOMICS,SEP 2015,2015,97,1.0,,,,112,125,,10.1016/j.jinteco.2015.03.010,,,14,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,5,0,693043
ON THE HETEROGENEOUS EMPLOYMENT EFFECTS OF OFFSHORING: IDENTIFYING PRODUCTIVITY AND DOWNSIZING CHANNELS,"Moser, Christoph; Urban, Dieter; Di Mauro, Beatrice Weder",,,,ECONOMIC INQUIRY,JAN 2015,2015,53,1.0,,,,220,239,,10.1111/ecin.12124,,,10,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,1,0,693043
"Trade, Wages and Collective Bargaining: Evidence from France","Carluccio, Juan; Fougere, Denis; Gautier, Erwan",,,,ECONOMIC JOURNAL,MAY 2015,2015,125,584.0,,,,803,837,,10.1111/ecoj.12262,,,9,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,693043
Domestic gains from offshoring? Evidence from TAA-linked US microdata,"Monarch, Ryan; Park, Jooyoun; Sivadasan, Jagadeesh",,,,JOURNAL OF INTERNATIONAL ECONOMICS,MAR 2017,2017,105,,,,,150,173,,10.1016/j.jinteco.2016.12.008,,,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,693043
The effects of offshoring to low-wage countries on domestic wages: a worldwide industrial analysis,"Wolszczak-Derlacz, Joanna; Parteka, Aleksandra",,,,EMPIRICA,FEB 2018,2018,45,1.0,,,,129,163,,10.1007/s10663-016-9352-4,,,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,693043
Offshoring Sector in Poland,"Budzynska, Katarzyna",,,,OECONOMIA COPERNICANA,DEC 2016,2016,7,4.0,,,,635,651,,10.12775/OeC.2016.035,,,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,693043
"Offshoring, Plant Survival and Employment Growth","Bandick, Roger",,,,WORLD ECONOMY,MAY 2016,2016,39,5.0,,,,597,620,,10.1111/twec.12316,,,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,693043
Service offshoring and firm employment,"Eppinger, Peter S.",,,,JOURNAL OF INTERNATIONAL ECONOMICS,MAR 2019,2019,117,,,,,209,228,,10.1016/j.jinteco.2019.01.007,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,693043
Corporate social responsibility and financial performance: Correlation or misspecification?,"McWilliams, A; Siegel, D",,,,STRATEGIC MANAGEMENT JOURNAL,MAY 2000,2000,21,5,,,,603,609,,10.1002/(SICI)1097-0266(200005)21:5<603::AID-SMJ101>3.3.CO;2-V,,,1470,66.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,2,9,22,24,40,51,74,76,64,91,96,103,126,131,144,182,198,24,106954
CORPORATE RESPONSIBILITY AND FINANCIAL PERFORMANCE: THE ROLE OF INTANGIBLE RESOURCES,"Surroca, Jordi; Tribo, Josep A.; Waddock, Sandra",,,,STRATEGIC MANAGEMENT JOURNAL,MAY 2010,2010,31,5,,,,463,490,,10.1002/smj.820,,,764,63.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,25,44,51,63,73,89,112,129,152,15,106954
