articleID,year,journal,title_original,Title,abstract
113323,1991,american economic review,oligopoly and discriminatory government procurement policy,oligopoly and discriminatory government procurement policy,"6,021,398 A 2/2000 Ausubel ...................... 705/37 6, 131,087 A * 10/2000 Luke et al. .................... 705/26 6,161,099 A * 12/2000 Harrington et al. ............ 705/37 6,415,270 B1* 7/2002 Rackson et al. ............... 705/37 6,629,082 B1* 9/2003 Hambrecht et al. ........... 705/37 Kisiel-Dorohinicki et al. May 30th, 2001 ""Applying Mechanism of Crowd in Evolutionary MAS for Multiobjective Optimization'. Universite Libre De Bruxells, Faculte Des Science. Bajari et al. Auction Models When Bidders Make Small Mistakes: Consequences for Theory and Estimation, Aug. 15, 2001.* Hendricks et al. ""A Survey of Recent empirical work concerning auction'. Canadian Journal of Economics, vol. 28, No. 2 (May 1995), pp. 403-426.* Miyagiwa, Kaz: “Oligopoly and Discriminatory Government Pro curement Policy'. The American Economic Review. Nashville: Dec. 1991. vol. 81, Iss. 5; p. 1320.9 pgs extracted from Proquest database on INternet on Jun. 7, 2007.* Stevens, Sarah A., Ph.D.; “Preferential procurement in Canada: Eco nomic cost for political benefit?'. The Johns Hopkins University, 1988, 323 pages; extracted from Proquest database on INternet on Jun. 7, 2007.* Collapse"
113324,1991,american economic review,on measuring the marginal cost of funds analytically,on measuring the marginal cost of funds analytically,ERR
113325,1991,american economic review,"new evidence on fiscal illusion:  the 1986 tax ""windfalls.""",new evidence on fiscal illusion the 1986 tax windfalls,ERR
113326,1991,american economic review,transfers in kind:  why they can be efficient and nonpaternalistic,transfers in kind why they can be efficient and nonpaternalistic,"Bruce and Waldman make an important contribution regarding the Samaritan dilemma: the expectations of inheritance motivates the younger generation at the margin in the direction of welfare reducing behavior. However, these authors misinterpret the standard analysis on this matter as prediction instead of explanation; confuse governmental subsidies with private charitable giving, and uncritically examine Headstart and statist job training programs. Collapse"
113327,1991,american economic review,testing the matching hypothesis:  the case of major-league baseball,testing the matching hypothesis   the case of major league baseball,ERR
113328,1991,american economic review,price controls and rent dissipation with endogenous transaction costs,price controls and rent dissipation with endogenous transaction costs,ERR
113329,1991,american economic review,multimarket amenity compensation and the behavior of the elderly,multimarket amenity compensation and the behavior of the elderly,No Result.
113330,1991,american economic review,"migration, regional equilibrium, and the estimation of compensating differentials",migration regional equilibrium and the estimation of compensating differentials,In this study we have developed an improved model of net migration that encompasses both equilibrium and disequilibrium components. Instrumental-variables fixed-effects estimates of the model with time-series data for 51 areas [in the United States] over the period 1971-1988 support the importance of both equilibrium and disequilibrium factors in migration. (EXCERPT) Collapse
113331,1991,american economic review,"group composition, collective consumption, and collaborative production",group composition collective consumption and collaborative production,"We can distinguish two different approaches to agro-food consumption. The main model follows the value chain nutrition rules and it is focused on establishing the quality and product pricestability. At the same time, strengthening the short circuits of commercialization is significant, as an alternative to the main model. These initiatives, which have different working matters, promote the roll to involve consumers in the consequences of their consumption habits. In addition, these types of consumers value direct connection between producers and local stakeholders. In the context of Network Society, ICT adoptions offer a tool to organize these short circuits of commercialization business. This article studies the case of the municipality of Sant Cugat del Valles, located close to Barcelona metropolitan area and where we can recognise much of the short circuit of commercialization patterns. On the one hand, we are evaluating if the proliferation of these initiatives into the proximity territory can offer a consumption alternative thanks to the interaction between producers and consumers. On the other hand, taking into account the Case of Sant Cugat del Valles, we are going to analyse the significance of a new pattern between rural and urban space relations through agro-food consumption. VALUE CHAIN VS. LOCAL FOOD MOVEMENT The value chain model is the dominant one in Spain. This theory started by Porter (1985) describes activities developed in a sector or a business so as to generate value to the final customer. Toribio et al. (2012) analyses the distributed organization of agrofood products as a piece of value chain under Porter’s theory. The possibility to control the quality and regulate prices has been the main reason to implant this economical model. The value chain model has developed some strategies to improve agro-rural food commercialization. Indeed, food commercialization has a big importance for economy. According to Mauleon (2009), 25% of TV advertisements are focused on food. Even though food is a priority for marketing, the ‘consumer deskilling’ is growing (Jaffe and Gartler, 2006). A lot of consumers have missed their knowledge and required abilities to evaluate the products they consume. In this sense, Internet has been proposed as a tool to connect without any intermediaries. But as 1 Pere Losantos is Innovation professor at UOC Business School, Barcelona, Catalonia (plosantos@uoc.edu). Ricard Espelt is ICT for Rural Development researcher in i2TIC at IN3·UOC (ricardespelt@uoc.edu). we have mentioned before, the value chain has created an opaque gap between producer and consumer. Although the consumer is able to buy agrorural food products in a supermarket chain in ‘one click’, he/she does not know a lot of things about them. In the majority of cases, Chris Anderson’s theory (Long Tail, 2004) interpretation has developed an Internet vision as a space where costumers anywhere in the world are able to buy whatever product they want. According to that, the idea of selling to any place around the world is possible and that strategy strengthens another consumer group around the product. In spite of that marketing vision, the investigations give ITC other opportunities better connected with the sense of local food movement. In that vision, the priority is not to keep the possibility to be able to sell anywhere around the world through the Net, but to engage citizens around the product they consume. The result is a community, which has a big connection with local localization and using ICT to organize and collaborate among them. Local food movement works in that sense. This model has reached another approach to food consumption, through short circuits of commercialization, with some successful examples, based on engagement and networks. This model believes the main current system of food consumption is acting against the benefits of people. Their structures are not vertical and lineal like the way big supermarket chains work. They work as a net of knowledge. In addition, their goal is not economical benefit; it is improving the quality of population feeding and increasing local development. Local food movement, which is based on permaculture, tries to give a positive and encouraging answer to communities in front of peak oil, climate destruction and economic instability (Hopkins and Pinkerton, 2009). SHORT CIRCUIT BUSINESS MODELS Nowadays, effervescence of short circuits of commercialization, which, in fact, has never disappeared, is growing in a lot of countries so as to follow the local food pattern. New models of commercialization have been arising during the last years allowing new approaches between production and consumption, as well as, urban and rural world. Binimelis and Descombes (2010) represent the short circuits commercialization focusing on the proximity between producer and consumer, understood in terms of relocation and resocialization strategy. They define a large list of business forms: specialized shops, consumer cooperatives, consumers’ cooperatives, producers’ and consumers’ cooperatives, producers’ cooperatives & collective place Collapse"
113332,1991,american economic review,social networks and labor-market outcomes:  toward an economic analysis,social networks and labor market outcomes   toward an economic analysis,"This paper examines deregulation from an institutional perspective. Although deregulation is commonly framed as the diminution of state control and a return to “the market,” the paper argues that this portrayal fails to acknowledge both the complexities of governance and the role of the state in shaping decisions about governance. It is argued that the category of “the market” subsumes a variety of governance mechanisms that economic actors use to coordinate their behavior. Moreover, the market-state dichotomy within which discussions of deregulation are commonly framed ignores the central role of the state in shaping decisions regarding governance. Following deregulation, industry actors commonly employ various governance mechanisms (e.g., long-term contracting, obligational networks) that have little in common with classical markets. Moreover, the evolution of governance regimes is not simply driven by efficiency concerns but is shaped by public policies and institutions. Thus, even under deregulation, the role of law and institutions is foundational. The paper illustrates these points through three cases of deregulation in the United States: commercial aviation, railroads, and finance. Jerusalem Papers in Regulation & Governance © Marc A. Eisner W o rk in g P a p e r N o . 3 | A p ri l 2 0 1 0 Beyond the Logic of the Market: Toward an Institutional Analysis of Regulatory Reforms After a nearly a century of regulatory expansion, the United States entered a period of regulatory reform in the mid-1970s. During the previous decade, the case for government regulation came under prolonged scrutiny. Activists consumer movement and identified serious cases of regulatory failure and compiled case studies that reinforced earlier scholarly works on regulatory capture and life cycles (see Herring 1938, Huntington 1952, Bernstein 1955, Kolko 1963). The critique of regulation was not the sole property of the left. Chicago school economists were developing the economic theory of regulation, modeling regulation as a series of mutually-beneficialexchanges between profit-maximizing firms and vote-maximizing legislators (see Stigler 1971). Despite the obvious ideological differences, there was a broad consensus that many regulations protected the regulated interests, foisting the costs on to the public. As the arguments against regulation mounted, stagflation created a window of opportunity for policy change. Excessive regulation was linked—albeit, often only rhetorically—to rising inflation, stagnant growth, and flailing competitiveness. Policymakers concluded that the costs of economic regulations often exceeded whatever benefits might be claimed. Deregulatory initiatives were successfully introduced in commercial banking, communications, and air and surface transportation. In some cases, these initiatives mandated the wholesale elimination of well-established regulatory agencies. When combined with the rejection of Keynesian demand management, the promotion of greater trade liberalization, and welfare reform, deregulation became one of the pillars of neoliberalism. If earlier policy regimes had vested authority in state institutions in the hope of forcing higher levels of corporate accountability and compensating for market failure, these grants had been revoked in the name of efficiency. Deregulation was only one part of the reform agenda. Beginning in the early 1970s, presidents established ever more demanding systems of regulatory review. Although the Ford and Carter administrations imposed relatively unobtrusive analytical requirements such that agencies could often compose cost-benefit analyses ex post facto, the Reagan presidency marked a sea change. In 1981, Reagan‟s Jerusalem Papers in Regulation & Governance © Marc A. Eisner W o rk in g P a p e r N o . 3 | A p ri l 2 0 1 0 executive order 12291 required agencies to submit regulatory impact analyses grounded in cost-benefit analysis to the Office of Management and Budget‟s Office of Information and Regulatory Affairs (OMB OIRA). If agencies failed to make the affirmative case that new regulations generated net benefits, OMB OIRA was authorized to prohibit them from publishing notice of rulemaking in the Federal Register, thereby stopping the regulatory process (McGarity 1991). Even if the new social regulatory agencies like the Environmental Protection Agency (EPA) and the Occupational Safety and Health Administration (OSHA) survived the deregulatory fervor of the era, they were deeply impacted by the new review requirements. The timing of costs and benefits intrinsic to many social regulatory policies—they imposed large initial compliance costs and generated a flow of benefits that accrue in the distant future—were particularly difficult to justify when discounted to present value. Moreover, the costs of completing the regulatory impact analyses stressed the resources of agencies already working under significant budgetary constraints. There is much to suggest that the introduction of regulatory review processes had less to do with the promotion of market values than with inter-branch conflicts (see Percival 1991, 2001). In the 1970s, Congress passed the costliest regulatory statutes in US history. Responding to the above-mentioned critiques of regulatory capture and anxious to assert control over new agencies, legislators wrote exhaustively detailed regulatory statutes that limited the discretionary authority of regulators and, by implication, the capacity of the President to manage the regulatory state. By vesting authority in the OMB within the Executive Office of the President, regulatory review partially redressed the perceived imbalance of power. Although it was convenient in the 1980s to attribute these changes to the Reagan administration‟s anti-regulatory ethos, these processes were retained, albeit with modifications, by subsequent presidents, regardless of party affiliation and agenda. One can surmise that they were embraced, in part, to mange the balance of power between the President and Congress. This essay focuses on deregulation and the role of the market. Advocates of deregulation claimed that the market could produce results superior to the state. And yet, as will be argued below, if we replace the broad and imprecise category of “the market” with a more institutionally-rich understanding of economic governance, we Jerusalem Papers in Regulation & Governance © Marc A. Eisner W o rk in g P a p e r N o . 3 | A p ri l 2 0 1 0 discover that deregulation produced results that often bore little resemblance to classical markets. Rather, what emerged were complex governance structures that, in some ways, served coordinative functions comparable to what had existed under regulation. Moreover, these governance decisions were not simply the product of chance or the search for efficiencies. They were shaped by public policy and investment decisions. The following examination proceeds in three stages. First, it explores the limitations of the market-state dichotomy. Second, it turns to consider regulation and deregulation through the lens of governance, with a brief survey of three cases of deregulation: airlines, surface transportation, and finance. Finally, the discussion concludes with a consideration of the merits of adopting an institutional perspective when considering the dynamics of deregulation. Public Authority and the Market Much of our thinking about public policy is shaped by the market-state dichotomy. The market is portrayed as a pre-political world populated by self-interested rational actors executing mutually beneficial voluntary transactions. In sharp contrast, the state is portrayed a world of coercion in which large bureaucratic organizations impose sanctions to force individuals to do things that they might otherwise choose not to do in hopes of achieving some larger, overarching social goals. The positive theory of market failure offers some technical guidance as to when the state can “intervene” in the market system (See Weimer and Vining 1999, pp. 74-116). That is, interventions are justified if they address various forms of market failure. Of course, even if such justifications exist, critics caution, the costs of government failure may nonetheless surpass the benefits of intervention. As Charles Wolf, Jr. (1990, p. 6) observed: “The choice in actuality is among imperfect markets, imperfect governments, and various combinations of the two. The cardinal economic choice concerns the degree to which markets or governments—each with their respective flaws—should determine the allocation, use, and distribution of resources in the economy.” Jerusalem Papers in Regulation & Governance © Marc A. Eisner W o rk in g P a p e r N o . 3 | A p ri l 2 0 1 0 As powerful as the market-state dichotomy has been in structuring our thinking and public discourse about the political economy (Lindblom 1982), the conceptual bifurcation veils the variety of institutions subsumed by “the market” and the role that the state plays in creating the institutional foundations for the economy. Markets are institutions that facilitate the exchange of property. For property rights to be effective, they must be definable, defensible, and divestible or transferable (Yandle 1999). In each of these dimensions, the state plays a foundational role (e.g., by awarding titles, providing laws that govern transactions, and maintaining institutions for the adjudication of property disputes). Thus, rather than existing as a selfconstituting and self-regulating sphere of human action, markets are constituted by public policies and institutions. We can gain some additional insights into the state-market nexus by exploring the legal foundations of economic activity. The key actors in the economy— corporations, trade associations, labor unions, banks—are legally constituted entities (See Edelman and Suchman 1997). Consider the corporation. One can model the corporation as a production Collapse"
113333,1991,american economic review,the health and earnings of rejected disability insurance applicants:  comment,the health and earnings of rejected disability insurance applicants comment,Applicants for Social Security Disability Benefits who fail to pass the medical screening form a natural 'control' group for beneficiaries. Data drawn from the 1972 and 1978 surveys of the disabled done for the Social Security Administration show that fewer than 50% of rejected male applicants work. Typical earnings of those that do are less than 50% of median earnings for other men their age. These data cast doubt on recent econometric work which suggests that the disincentive effects of DI have been substantial. Collapse
113334,1991,american economic review,the health and earnings of rejected disability insurance applicants:  reply,the health and earnings of rejected disability insurance applicants reply,Applicants for Social Security Disability Benefits who fail to pass the medical screening form a natural 'control' group for beneficiaries. Data drawn from the 1972 and 1978 surveys of the disabled done for the Social Security Administration show that fewer than 50% of rejected male applicants work. Typical earnings of those that do are less than 50% of median earnings for other men their age. These data cast doubt on recent econometric work which suggests that the disincentive effects of DI have been substantial. Collapse
113335,1991,american economic review,"expectations, taxes, and interest:  comment",expectations taxes and interest comment,"Prior to this year's Budget, the almost universal expectation was that the Chancellor would not attempt to make any changes to the tax system. The possible exception to this appeared to be some moves to appear 'green', perhaps by using the tax system to discourage the use of motor vehicles, particularly large ones. In the event these expectations were confounded. Not only did we see a sharp increase in central government taxation at the expense of local government, funded by the first rise in the VAT rate since 1979, but also a long-overdue widening of the base for National Insurance contributions to company cars and the restriction of mortgage interest relief to the basic rate. Also announced were increases in company car scale charges, increases in child benefit and the freezing of the married couple's allowance. Here we try to assess the impact of these changes both from the point of view of distributional objectives and from the point of view of economic efficiency. Initially each change is assessed in isolation before an attempt is made to look at the Budget as a whole. Collapse"
113336,1991,american economic review,"expectations, taxes, and interest:  reply",expectations taxes and interest reply,"Prior to this year's Budget, the almost universal expectation was that the Chancellor would not attempt to make any changes to the tax system. The possible exception to this appeared to be some moves to appear 'green', perhaps by using the tax system to discourage the use of motor vehicles, particularly large ones. In the event these expectations were confounded. Not only did we see a sharp increase in central government taxation at the expense of local government, funded by the first rise in the VAT rate since 1979, but also a long-overdue widening of the base for National Insurance contributions to company cars and the restriction of mortgage interest relief to the basic rate. Also announced were increases in company car scale charges, increases in child benefit and the freezing of the married couple's allowance. Here we try to assess the impact of these changes both from the point of view of distributional objectives and from the point of view of economic efficiency. Initially each change is assessed in isolation before an attempt is made to look at the Budget as a whole. Collapse"
113337,1991,american economic review,dynamic strategic monetary policies and coordination in interdependent economies:  comment,dynamic strategic monetary policies and coordination in interdependent economies comment,"This paper develops strategic monetary policies using a standard two-country macro model under flexible exchange rates. The equilibria considered include feedback Nash and feedback Stackelberg, both of which are compared to the Pareto optimal cooperative equilibrium. The optimal policies are obtained as feedback rules in which real money supplies are adjusted to movements in the real exchange rate. The properties of these policies and their welfare implications are analyzed using numerical simulations. The contrast in the present results with those obtained previously for a short-run horizon suggest the importance of both intertemporal and intratemporal tradeoffs in the determination of optimal strategic policies. Collapse"
113338,1991,american economic review,dynamic strategic monetary policies and coordination in interdependent economies:  reply,dynamic strategic monetary policies and coordination in interdependent economies reply,"This paper develops strategic monetary policies using a standard two-country macro model under flexible exchange rates. The equilibria considered include feedback Nash and feedback Stackelberg, both of which are compared to the Pareto optimal cooperative equilibrium. The optimal policies are obtained as feedback rules in which real money supplies are adjusted to movements in the real exchange rate. The properties of these policies and their welfare implications are analyzed using numerical simulations. The contrast in the present results with those obtained previously for a short-run horizon suggest the importance of both intertemporal and intratemporal tradeoffs in the determination of optimal strategic policies. Collapse"
113339,1991,american economic review,too many proposals pass the benefit-cost test:  comment,too many proposals pass the benefit cost test   comment,"We welcome John Quiggin's (1991) comment and the opportunity to reply. While we deny that Quiggin has done any damage to the argument of our article (Hoehn and Randall, 1989), his comment provides an opportunity for us to clarify and extend our argument in useful ways. We first address Quiggin's main points. He asserts that our first result is unrelated to the supporting verbal argument. He then argues that our second result is invalid as stated and can be rescued only by imposing unrealistic restrictions on the nature of the policy agenda. Thus, it is impossible to determine a priori whether too many proposals pass the benefit-cost test as the number of proposals becomes large. In short, Quiggin claims, our theorem 1 is not about what we said it was about, and theorem 2 is wrong. Collapse"
113340,1991,american economic review,too many proposals pass the benefit-cost test:  reply,too many proposals pass the benefit cost test   reply,"We welcome John Quiggin's (1991) comment and the opportunity to reply. While we deny that Quiggin has done any damage to the argument of our article (Hoehn and Randall, 1989), his comment provides an opportunity for us to clarify and extend our argument in useful ways. We first address Quiggin's main points. He asserts that our first result is unrelated to the supporting verbal argument. He then argues that our second result is invalid as stated and can be rescued only by imposing unrealistic restrictions on the nature of the policy agenda. Thus, it is impossible to determine a priori whether too many proposals pass the benefit-cost test as the number of proposals becomes large. In short, Quiggin claims, our theorem 1 is not about what we said it was about, and theorem 2 is wrong. Collapse"
113424,1991,applied economics,real wages-employment relationship in finnish manufacturing: a var approach,real wages employment relationship in finnish manufacturing  a var approach,"Granger's concept of causality and the vector autoregressive(VAR) technique is used to investigate the real wages-employment relationship in Finnish manufacturing. The stationarity of the time series is examined and a number of co-integration tests for the adequacy of a pure VAR specification performed. The results using a bivariate VAR model based on a lag structure determined by Akaike's information criterion suggests that real wages Granger-cause employment. The slight non-constancy of the model suggests, however, that the conclusion concerning the nature of the real wages-emploment relationship should be treated with causion. Collapse"
113425,1991,applied economics,going onto invalidity benefit:  a study for women (1977/78-1983/84).,going onto invalidity benefit   a study for women  1977 78 1983 84  ,"The main form of state insurance for long-term sickness in Britain is invalidity benefit. There has been a dramatic growth in the stock of claimants on this benefit since its introduction in 1971. A logit model is fitted to explain, at the individual level, the probability of entering invalidity benefit among over 50,000 women in 1977/8 and over 65,000 in 1983/4. Demographic characteristics played a powerful role in this model. Pay and benefit rates were also significant. Married women's entry probabilities were highly sensitive to local labour market conditions, and much more so than other population groups. Collapse"
113426,1991,applied economics,union wage setting and unemployment in the netherlands (1965-1987).,union wage setting and unemployment in the netherlands  1965 1987  ,"This paper presents an empirical model of union wage setting and employment. The (Stackelberg) equilibrium unemployment rate is shown to be a function of taxes, the replacement ratio, the gap between consumer and producer prices, productivity effects, and the rate of long-term unemployment. The model is estimated with aggregate data from the private sector in the Netherlands (1965–1987). The results suggest that the equilibrium unemployment rate is pushed upwards by taxes, the replacement ratio and by the gap between consumer and producer prices, and is reduced by productivity effects. Insider-outsider effects appear insignificant. Collapse"
113428,1991,applied economics,numeraire choice in normalized quadratic functional forms,numeraire choice in normalized quadratic functional forms,A semi-nested test procedure is developed for choosing the numeraire for a normalized quadratic profit function when too few observations exist for nested hypothesis testing and when too many alternatives exis for conventional non-nested testing. Sensitivity of empirical results to choice of numeraire price is examined using agricultural data for the US and ten multistate regions. Few test conclusions vary by numeraire but own price input demand elasticities differ greatly. Collapse
113429,1991,applied economics,centralization and government competition,centralization and government competition,"The article begins with a description of the functioning of Swedish higher education following the 1977‐Reform, the watchwords of which were centralization, standardization, quality, democratic access, and equal chances, all in line with the political and social traditions of the country. As of the 1980's, increasing aspects of the 1977‐Reform and the operation of the higher education system were challenged. Calls were made for decentralization, autonomy for the individual units of the system, competition among them, specialization, and rigorous evaluation. Movement in these directions was hastened by the election of a conservative national government in September 1991, followed several months later by the decision to abolish the Swedish National Board of Universities and Colleges, the main buffer organization for higher education in Sweden. But the signals are confused given that the call for decentralization is emanating from the center in a country with a very strong centralist tradition. Collapse"
113430,1991,applied economics,cross-country alcohol consumption comparison:  an application of the rotterdam demand system,cross country alcohol consumption comparison   an application of the rotterdam demand system,"This paper analyses the consumption patterns of the three beverages beer, wine and spirits in nine countries, Australia, Canada, Finland, Japan, New Zealand, Norway, Sweden, the UK and the US, using the Rotterdam demand system. A cross-country comparison of the results shows that in most countries (i)wine consumption has grown at a fasteer rate than beer and spirits; (ii) the proportion of consumers' expenditure on alcohol is declining; (iii)beer is a necessity and spirits is a luxury; (iv)the demand for the three beverages is price inelastic; and (iv)all three beverages are pair-wise substitutes. We also investigated the hypothesis of identical parameters for all countries by pooling the data across countries and found that the data do not support the hypothesis. Collapse"
113431,1991,applied economics,consistency of the spatial allocation of nhs hospital resources: an econometric analysis,consistency of the spatial allocation of nhs hospital resources an econometric analysis,"This paper attempts to determine econometrically the factors which affect the use of NHS hospital resources by small area level populations. The results are interpreted as revealing the implicit weights used to allocate resources between populations within a given Regional Health Authority (RHA). We test for the constancy of such weights across RHAs and examine whether the implicit weights adopted for the intraregional allocation of hospital resources are consistent with the bureaucratic rule used for inter-regional hospital resource allocation (the RAWP formula). Data were provided by six English RHAs and the explanator variables include the small Area's age/sex composition, standardized mortality rate (SMR), hospital access score and various Census-based measures of social deprivation. The major finding is that for intra-regional allocation, the influence of SMRs is constant across RHAs, but has a weight lower than that implied by the resent RAWP formula: the influence of social factors is not constant ... Collapse"
113432,1991,applied economics,estimation of technical inefficiency in manufacturing industry,estimation of technical inefficiency in manufacturing industry,"Along with technological progress, changes in technical efficiency, scale effect and changes in allocative efficiency can also contribute to productivity growth. The present study used the stochastic frontier production approach to decompose sources of TFPG of organized manufacturing into technological progress, changes in technical efficiency, scale effect and changes in allocative efficiency during 1981/ 82-2010/11. According to the results, technical inefficiency, though exists, is time invariant and technological progress (TP) became the main contributor to TFPG of the sector during 1981/82-2010/11. Furthermore, TFPG of organized manufacturing in most states in India declined during the post-reform period due to the decline in technological progress. Introduction Most of the studies relating to productivity growth in Indian manufacturing considered technological progress to be the unique source of total factor productivity growth (TFPG) and it can be shown by the shift in production possibility frontier over time. However, some recent studies (Aigner, Lovell & Schmidt, 1977; Meeusen & Van den Broeck, 1977) have used a stochastic frontier production model that allows decomposing TFPG into two components: technological progress (TP) and change in technical efficiency (TE). Later, studies by, among others, Nishimizu and Page (1982), Kumbhakar (1990), Fecher and Perelman (1992), Domazlicky and Weber (1998) have been focusing on decomposition of TFPG using Stochastic Frontier Approach. Some studies have extended their analyses to deal with the issues of scale effect and allocative efficiency effect. By applying a flexible stochastic translog production function, Kumbhakar and Lovell (2000), Kim and Han (2001) and Sharma et al (2007) decomposed TFPG into four components: changes in technological progress, changes in technical efficiency, economic scale effect and changes in allocative efficiency. In the present study we have used the stochastic production frontier approach to decompose TFPG of the total organized manufacturing industries in India and fifteen major industrialized states assuming that manufacturing industries in the states are not able to fully utilize the existing resources and technology because of various non-price and organizational factors that might have led to technical inefficiencies in production. Using panel data of the organized manufacturing industries of the states as well as all-India over a period from 1981-82 to 2010-11, pre-reform period (1981-82 to 1990-91), post-reform-period (1991-92 to 2010-11) and also during the two decades in the post-reform period (1991-92 to 2000-01 and 200102 to 2010-11], we have decomposed TFPG of the organized manufacturing sector into technological progress, changes in technical efficiency, scale effect and allocative efficiency effect. This decomposition of TFPG of Indian manufacturing has also been made for the pre-and post reform periods, and also for different decades in order to examine the trend and variations in the TFPG and its different components, during these sub-periods. Decomposition of TFPG Stochastic frontier model was first developed by Aigner, Lovell and Schmidt (1977) and Meeusem Van den Broeck (1977) and it was later extended by Pit and Lee (1981), Schmidt and Sickles (1984), Kumbhakar (1990) and Battese and Coelli (1992) to allow for panel data regression estimation in which technical efficiency and technological progress vary over time and across different production units. Here we discuss the methodology used in the efficiency literature for estimating stochastic production frontier and the decomposition of TFPG. We start with a standard stochastic frontier model that can be estimated using panel data. The model is written as: [y.sub.it] = f([x.sub.it], [beta], t) exp ([v.sub.it] - [u.sub.it])--(1) where [y.sub.it] represents the output of the i-th production unit (i=1 . … Collapse"
113433,1991,applied economics,demand for money and expected inflation,demand for money and expected inflation,"Abstract The Yugoslav hyperinflation of 1991–1993 is one of the highest and the longest episodes ever recorded. The monetary dynamics of the hyperinflation is well characterized by the Cagan model. With revealed cointegration between real money and inflation, the model is accepted irrespective of the underlying expectations formation process and it implies stationary velocity shocks. Employing cointegrated VAR, the exact rational expectations Cagan model is rejected and an informal test within the same framework shows that the Yugoslav public exhibited a lower degree of forward-looking behavior relative to that in other classical hyperinflations. This enabled the government to extract non-decreasing seigniorage by increasing money growth and inflation above expected rates and suggests an explanation for the ever-increasing money growth in spite of the resulting monetary chaos. Collapse"
113435,1991,applied economics,earnings and assimilation of female immigrants,earnings and assimilation of female immigrants,"With Canadian data ranging from 1991 to 2011, this paper investigates the effects of the number of years since migration on the earnings of immigrants from the United States and the United Kingdom in Canada. The aim is to test whether the “negative assimilation” hypothesis proposed by Chiswick and Miller (Ind Labor Relat Rev 64(3):502–525, 2011) for immigrants to the United States is a universal finding for immigrants from countries with similar economic standing and skill transferability to those of the destination country. We also expand on Chiswick and Miller’s work by doing regressions for both males and females and by comparing to Chinese immigrants, a representative group from a less developed country. We find that the negative assimilation hypothesis does not hold for the Canadian labor market. Specifically, the assimilation rate is close to zero for U.K. immigrants and strictly positive for U.S. immigrants (although lower than that of a comparison group of Chinese immigrants). The assimilation rates are also higher for females than for males. Collapse"
113437,1991,applied economics,kaldorian approach to greek economic growth,kaldorian approach to greek economic growth,"In the last 30 years, Greece has experienced a rapid rate of economic growth which has transformed the economy and enabled it to become a member of the EEC. Specifically, Greece transformed itself from an agricultural economy with virtually no industrial base to an economy with a significant industrial sector and consequently a relatively high income per capita. One can explain this on the lines of a Kaldorian framework. In this paper we provide an outline of Kaldor's growth model and test its relevance to the economic experience of Greece during the 1967-1988 period. The empirical results suggest that the model can adequately explain the developments in the economy to a considerable degree Collapse"
113438,1991,applied economics,"aggregate consumption of non-durables and services, and the components of wealth:  some evidence for the united kingdom",aggregate consumption of non durables and services  and the components of wealth   some evidence for the united kingdom,"The growth of spending on consumer goods in the United Kingdom in recent years has been a severe test of previously well-established consumption functions. This paper assesses the performance of a dominant ‘standard’ consumption function which relies on income and net liquid assets; it turns out that this has not been able to track the growth in consumer spending. However, developments of this consumption function which find a role for the components of personal sector wealth perform rather well, with satisfactory diagnostic statistics and an estimated equation standard error of around 0.4%. Collapse"
113439,1991,applied economics,an alternative monetary policy target:  the new benchmark divisia monetary index,an alternative monetary policy target the new benchmark divisia monetary index,"For most of the period since the mid-1970s, the Federal Reserve has expressed its monetary policy intentions by announcing the target growth rates of three principal monetary aggregates: the simple-sum M1, M2 and M3. However, the sweeping changes and the deregulation in the financial industry have greatly affected the relevance of these traditional monetary aggregates. The unusual behaviour of the simple-sum monetary aggregates has forced the Federal Reserve to stop setting target range for M1. The measuring of monetary aggregates has become a controversial question. This paper constructs the new-benchmark Divisia monetary indexes which reflect ‘moneyness’ more accurately than the old Divisia indexes. I demonstrate that the historical trends of the Divisia monetary indexes are sensitive to the brenchmark rates chosen in constructing these indexes. In addition, I compare the forecasting performance of the new-benchmark Divisia monetary indexes with the simple-sum and the old Divisia monetary indexes in the... Collapse"
113441,1991,applied economics,the harrod foreign trade multiplier and economic growth in asian countries,the harrod foreign trade multiplier and economic growth in asian countries,"The validity of the Harrod foreign trade multiplier for 11 Asian countries is tested. The results obtained generally support Thrilwall's specification of the multiplier. This suggests, in an open economy, relevant economic management is the factor that manipulates the income elasticities of exports and imports. Collapse"
113442,1991,applied economics,comparing benefit estimates from travel cost and contingent valuation using confidence intervals for hicksian welfare measures,comparing benefit estimates from travel cost and contingent valuation using confidence intervals for hicksian welfare measures,"An approach to determining whether benefit estimates derived from the travel cost method and contingent valuation method are statistically different is presented. Unlike past comparisons compensating variation is estimated for both methods. Benefit comparisons are made more rigorous by use of confidence intervals which are developed using the same Krinsky and Robb simulation technique for both valution mothods. The techniques are applied to deer hunting in California. While point estimates of benefits from both truncated and untruncated adjusted travel cost methods are lower than the contingent valuation method, the confidence intervals on the untruncated travel cost method do overlap the contingent valution method benefit estimates. Collapse"
